Postcode,Latitude,Longtitude
B75 5ET,52.590793,-1.8235603
HD8 9HR,53.590363,-1.62373
BB9 0BH,53.831116,-2.2169757
NR13 6QS,52.660071,1.3812507
DE74 2NJ,52.846104,-1.3368731
MK11 1JA,52.05536,-0.84981905
L23 6SA,53.483202,-3.0392679
G33 4RE,55.859509,-4.143229
B71 2EE,52.545373,-1.9983935
WD23 2DQ,51.662334,-0.38032184
BL8 1AX,53.602263,-2.310111
E17 5DX,51.599792,-0.029174342
LE3 1JL,52.626097,-1.16332
WV16 6LF,52.449389,-2.3823266
NG34 7SU,52.998569,-0.4100097
M23 9DD,53.407212,-2.2966556
NW1 3RD,51.530506,-0.14113632
SW16 6LY,51.4245,-0.14103956
N4 1FS,51.57296,-0.090209711
SM5 1JQ,51.384367,-0.17426914
CR4 3NH,51.404804,-0.16426788
LE67 8NR,52.750426,-1.3678828
TR18 2QU,50.118275,-5.5392269
CR2 9LB,51.333066,-0.076092334
BS8 4SA,51.449729,-2.6159894
NE63 9AE,55.183868,-1.5658761
PO5 4PT,50.795159,-1.08303
E10 7LD,51.569073,-0.028093386
PE28 4BZ,52.316949,-0.22403041
BN25 1LU,50.771476,0.10305096
CV1 5RF,52.407561,-1.5085197
E1 8EY,51.512622,-0.069430212
G64 3BY,55.912591,-4.2275902
ST1 6BE,53.038487,-2.1690501
FY1 3QE,53.818774,-3.04031
ME14 2HN,51.288522,0.53544931
B2 4DH,52.47813,-1.8986587
WF10 5AT,53.718947,-1.3520035
HA6 1BL,51.606955,-0.41617251
CF43 4RH,51.662254,-3.4490968
SA14 9HF,51.681698,-4.1203614
BB18 6XS,53.91142,-2.1478692
LS28 5HL,53.811364,-1.6796315
CF40 1TF,51.614979,-3.4384764
WF16 9NX,53.716079,-1.6655818
KA25 7AA,55.754216,-4.6854174
ST6 4AT,53.045795,-2.1984338
NN13 6RF,52.04491,-1.1505045
CH43 3BP,53.366171,-3.0550521
HA0 4BN,51.547264,-0.29725644
NG9 2SB,52.936307,-1.2120608
M9 5AR,53.505663,-2.2173889
NG21 9NZ,53.193696,-1.0684786
DE65 6BX,52.851939,-1.5642835
OL9 0DW,53.549419,-2.1381805
WF3 1PW,53.727375,-1.5616555
PR3 3SY,53.833404,-2.5932693
PO19 7HR,50.839177,-0.76319974
SN2 2NR,51.574229,-1.8011983
WS2 0LP,52.593592,-2.0208452
SO19 0EQ,50.898205,-1.3430535
B97 4HJ,52.305243,-1.9408805
SW15 5NT,51.460352,-0.24117057
WN2 3QN,53.534176,-2.5652988
LA1 2HL,54.066105,-2.8015759
TW3 3QJ,51.462945,-0.37210226
OX20 1TG,51.846727,-1.3536721
NP10 9AJ,51.59032,-3.0424537
B8 3EA,52.486972,-1.8382158
L11 1BX,53.441953,-2.9301191
TS19 7LB,54.572048,-1.3597723
SG1 3HR,51.910247,-0.20719012
RG14 1LY,51.4096,-1.3233029
WD6 1QX,51.651794,-0.26133731
TR16 4RX,50.246646,-5.2670975
G32 8UR,55.844242,-4.1753736
FK4 1RY,56.0043,-3.9110249
B8 1DE,52.484819,-1.8559682
PL33 9AG,50.623314,-4.7315118
TD7 4BA,55.543676,-2.8328658
SW17 0SZ,51.424254,-0.17111207
LE8 8AJ,52.53557,-1.0447668
E14 3RY,51.491903,-0.02464029
NE24 5LB,55.127433,-1.5405343
ME15 8QF,51.249814,0.55937254
ME18 6EJ,51.2231,0.42914533
HX2 0RD,53.736126,-1.9126441
L35 3SD,53.404851,-2.8072138
LN6 3RS,53.203567,-0.60991882
CF81 8WZ,51.68708,-3.2300297
W10 5NY,51.523587,-0.20612814
PR6 0HU,53.661275,-2.6209626
EH42 1EN,56.000662,-2.5138906
BH23 2AW,50.74035,-1.7929542
E3 2LU,51.536129,-0.026792311
HD6 2JG,53.709894,-1.7923159
CV6 4GB,52.445479,-1.5123353
BA3 2DA,51.285918,-2.4814578
ME10 4ND,51.335201,0.75319056
NN11 4JE,52.260964,-1.1490499
S40 3JQ,53.221025,-1.4510662
HP4 3JZ,51.762043,-0.58415997
M46 0LH,53.527995,-2.5000783
HA4 9EB,51.568172,-0.39498254
DN33 2PZ,53.52822,-0.092448639
NW7 2PT,51.615456,-0.24199884
S13 8UA,53.369532,-1.3886221
SS1 3EB,51.538865,0.74637471
WV13 2BG,52.583323,-2.0561578
BN16 1HB,50.811381,-0.48015066
NG24 4JH,53.062885,-0.81309345
KT8 0DH,51.399434,-0.35295235
OL16 4TF,53.601462,-2.145604
CA7 9EJ,54.825421,-3.1597378
NN16 0RJ,52.399904,-0.71765192
AB52 6JF,57.342124,-2.6113915
IP3 8SU,52.041465,1.1977345
KA24 4DT,55.704376,-4.7062081
IP25 6AE,52.571544,0.82547629
CV37 8YE,52.122523,-1.7407852
TS16 0BT,54.529831,-1.3488126
CM77 7GN,51.865983,0.52967217
SA12 9TF,51.634264,-3.7444569
EH3 5QR,55.970039,-3.2075949
AB43 9QS,57.694555,-2.0157715
KA22 7LU,55.656951,-4.8089358
BL3 5DL,53.573392,-2.4416131
DD3 7SW,56.477281,-2.9669951
CF37 3AD,51.620316,-3.3330364
DL10 6NT,54.440446,-1.6700739
HD3 4UL,53.645554,-1.8302829
L1 1DA,53.40548,-2.9845584
SW16 4BE,51.407611,-0.12180997
YO24 2TU,53.938023,-1.1202268
KA7 4DP,55.439599,-4.6445342
CV2 1LP,52.435197,-1.4729984
LE3 9PW,52.646628,-1.1771471
S74 9DU,53.500504,-1.4472986
L35 7JA,53.426802,-2.7897508
PE16 6UT,52.450504,0.053634655
TS25 3LB,54.660682,-1.2365957
BR6 9DA,51.364389,0.11077958
RG2 0TG,51.42155,-0.97505739
TW4 5BD,51.464262,-0.38154246
WS8 7LA,52.657385,-1.9534478
LS9 9JD,53.793168,-1.5149439
TD9 8LX,55.457232,-2.6852623
LL65 1RS,53.310834,-4.6360605
DN17 2BJ,53.564899,-0.67934973
PR25 2GD,53.697286,-2.7047493
SW16 1EQ,51.437514,-0.12701513
G81 2TL,55.904641,-4.4036664
FK2 8PF,56.053835,-3.7593256
LU1 4BU,51.853497,-0.43506174
DT3 5LH,50.653706,-2.469601
NG10 5HU,52.922128,-1.2930095
SE17 3JT,51.489031,-0.1017135
PO19 1NN,50.837209,-0.77789378
WV14 0HR,52.566987,-2.0880186
E5 0PR,51.55647,-0.04717584
WF6 2LS,53.704409,-1.4327553
NE38 7EH,54.894139,-1.5124147
OX16 5BN,52.06108,-1.3344662
NE28 6TD,54.990553,-1.5326899
IP3 0JJ,52.03565,1.1793091
PO2 9RA,50.833278,-1.0715907
SO14 5BW,50.901026,-1.3907812
NG16 5DD,53.040471,-1.3126572
E10 7EQ,51.575133,-0.013659021
ML2 8AP,55.772941,-3.9199962
PE7 3ZT,52.520278,-0.25932235
ST16 3BS,52.814535,-2.1188607
E10 6HL,51.574056,0.001057466
DH7 8NB,54.750373,-1.6207667
BL9 9ST,53.569596,-2.2934732
M28 0BA,53.529887,-2.4221821
AB43 9HT,57.693091,-2.0099838
BB18 6XB,53.914631,-2.1458406
B67 7EW,52.488673,-1.9874825
BS37 4BN,51.537456,-2.4219522
N6 4RL,51.580306,-0.15480824
NE20 9PX,55.050167,-1.7445644
CT5 4AX,51.34388,1.0012967
EX16 6LZ,50.902586,-3.4867894
CV34 5QN,52.287864,-1.5632966
DL15 9HS,54.715645,-1.7469799
EH13 9BQ,55.908623,-3.2285608
DN16 2NB,53.566679,-0.63532297
M4 2HU,53.482936,-2.2427996
NW1 9XZ,51.541953,-0.12919071
S14 1QD,53.348931,-1.4402018
SE15 2LB,51.477079,-0.057754676
NE63 8QG,55.185407,-1.5871866
BS37 5DQ,51.541796,-2.4252656
E10 5PS,51.558132,-0.006465328
RM6 6AU,51.572955,0.14578439
S36 1ET,53.477643,-1.5999716
PO7 7PU,50.890263,-1.045663
CF63 1QT,51.415041,-3.257872
LA4 5QJ,54.070062,-2.8548465
NR18 0PY,52.571797,1.1278517
BD4 9SA,53.770545,-1.7096487
CW7 1QS,53.184192,-2.5436844
B63 3UA,52.452475,-2.057977
MK40 1DN,52.135321,-0.47580435
SO17 1BJ,50.934189,-1.3956848
GL5 3JY,51.741204,-2.2287365
DE55 1LJ,53.075338,-1.3759585
LE11 4JX,52.774673,-1.2353198
NG24 3DN,53.057074,-0.79212505
SA15 4DU,51.686481,-4.1933572
TN17 3EE,51.096403,0.53429223
L13 7EA,53.422814,-2.9280008
SE16 7PL,51.495718,-0.039199035
PH10 6DQ,56.590824,-3.3408924
HG1 5HS,54.001386,-1.5364642
BB10 4HP,53.785786,-2.2089252
DE4 3AT,53.138458,-1.5559803
KA1 4PS,55.58519,-4.4954335
EX14 1JW,50.799208,-3.1899772
PL6 8UQ,50.415517,-4.1006525
SG1 1NA,51.902245,-0.18898968
CF46 6NE,51.651739,-3.280807
NR33 8UY,52.450211,1.7104592
SE25 5JJ,51.397372,-0.073840985
KA6 6JD,55.445178,-4.5182103
W3 9QP,51.508536,-0.27766161
DA11 9DE,51.446246,0.32859944
SS5 4PH,51.601438,0.65594574
RG42 1PB,51.419108,-0.77059515
G20 7SD,55.88316,-4.2721939
NP12 2NP,51.651895,-3.1969722
ST4 8DY,52.968465,-2.1849613
E8 4AH,51.545212,-0.07553618
BN2 5WA,50.812842,-0.10218939
B11 4AE,52.454959,-1.867014
B7 5BX,52.494178,-1.8720805
BD6 3EU,53.768676,-1.7868984
M27 9PW,53.514672,-2.3519671
EX8 3BH,50.638431,-3.4091546
HX1 2JN,53.718764,-1.8593557
B65 8JL,52.488203,-2.0533116
OL13 9NJ,53.702698,-2.1999697
CF32 7ET,51.611867,-3.5433471
GU12 4TG,51.249451,-0.74251245
PA3 3HQ,55.84994,-4.4975231
CA2 7JB,54.89412,-2.9573925
M40 3GP,53.515486,-2.1614448
SP1 3AS,51.073105,-1.7881064
DE24 3DY,52.872748,-1.4895233
DA16 3PY,51.463214,0.10420823
SP7 8AR,51.006615,-2.1970511
NE29 7DR,55.009508,-1.4761171
CH65 2BQ,53.288767,-2.8991705
CH5 4AS,53.22449,-3.0714425
WS8 6AP,52.647284,-1.9242232
EH30 9PH,55.983694,-3.3919445
BB9 9RJ,53.834983,-2.2055842
CB6 1PH,52.456472,0.30594557
ML1 3DR,55.786613,-4.0037319
NP26 4EB,51.595801,-2.7608874
WD6 1RU,51.656392,-0.2524581
EH55 8PD,55.843048,-3.6161421
RM6 6YU,51.579213,0.13552828
TN24 0QL,51.141617,0.90061742
DA12 5BH,51.424483,0.37247492
LE4 8NH,52.674563,-1.0890517
DY6 9EL,52.500026,-2.1736176
SS5 6ET,51.622626,0.61272541
GU5 9LA,51.220054,-0.44795886
KY4 9HD,56.117744,-3.3405198
ML4 3NR,55.823431,-4.0301141
SK8 4QB,53.38779,-2.2303492
PL12 6JA,50.412556,-4.2306652
SS0 8DZ,51.537767,0.68738141
CV32 7SF,52.303025,-1.5200751
WD25 7LW,51.69199,-0.39801447
CA8 1RW,54.942,-2.7340542
RM1 4SD,51.588925,0.17564108
M24 5RA,53.554565,-2.2094132
DE14 2PG,52.81338,-1.6415669
RG30 1HA,51.456573,-0.99576208
E5 8JA,51.552965,-0.055980805
DN16 3BJ,53.561425,-0.63576383
WN4 0LW,53.499048,-2.655206
UB4 0RL,51.522515,-0.41989646
CF5 3SP,51.493738,-3.2546068
OX4 6JQ,51.719902,-1.1956205
BD4 0AH,53.776017,-1.7053775
NE3 3BA,55.008996,-1.6423801
HD3 4RN,53.6415,-1.8366065
PE23 4DB,53.139051,-0.006470558
HD5 9LL,53.649332,-1.7540208
CM17 9JA,51.772521,0.13636568
CO9 3HP,51.97645,0.59339739
WF2 0LP,53.702576,-1.5216206
CF24 2QY,51.486769,-3.143025
TS5 7BP,54.545376,-1.2578712
SW16 5SY,51.412881,-0.1432797
GL19 3QA,51.962285,-2.3062111
DH7 6LE,54.817594,-1.6268292
DN2 5BU,53.526901,-1.1137723
SO50 6AF,50.96994,-1.3451329
B30 3BH,52.419362,-1.9223635
CW7 4AJ,53.189944,-2.5217567
WS2 9QT,52.574005,-2.0023618
ST20 0DA,52.779261,-2.2633962
DD2 2SU,56.479161,-3.0216602
PO9 5PA,50.87124,-0.96907977
HP1 1EZ,51.753123,-0.47276808
E10 6JP,51.571246,-0.008229383
SE15 1JS,51.482262,-0.061783157
G52 3PF,55.845523,-4.3570583
BN23 6NJ,50.789069,0.30933462
CF14 3BL,51.503134,-3.1971037
SS9 4JH,51.555529,0.65544794
E4 6ST,51.619693,-0.016943194
IP26 4AF,52.486249,0.52200962
LE5 6LL,52.62752,-1.0581609
CF34 0EW,51.620192,-3.6613747
SA11 1UU,51.652893,-3.7982842
ST6 1JP,53.047977,-2.1827959
ST9 0DY,53.025865,-2.0877002
NN18 8EB,52.481792,-0.69486258
SE24 0HH,51.463737,-0.10133806
NR7 9NQ,52.641555,1.3444407
N5 2NL,51.548974,-0.092800937
LE11 3XA,52.771749,-1.2074303
G81 3AR,55.910481,-4.4088124
BB3 3JA,53.695652,-2.458189
PO3 6JN,50.808546,-1.0601021
MK43 0JG,52.07458,-0.60089483
PO21 3AP,50.781407,-0.70523264
S70 4SQ,53.530658,-1.4566218
M34 2AF,53.456006,-2.1181936
L19 2LS,53.354307,-2.8977552
M20 4XW,53.428464,-2.2207116
NN16 0BN,52.400327,-0.72603249
NE28 7EX,54.99798,-1.5178317
BB8 9ET,53.863524,-2.1683795
SW13 9AN,51.483802,-0.24343704
DE45 1DS,53.213824,-1.6736508
BL3 3DJ,53.562578,-2.4321852
AB12 3NH,57.106362,-2.0836127
WD19 6UT,51.616657,-0.39428386
B46 1EG,52.504489,-1.7090377
AB24 1SD,57.170277,-2.0955315
TA9 3BP,51.219187,-2.9745664
AB16 5PY,57.156034,-2.1616157
EX2 9ES,50.712426,-3.5380584
HA2 9BU,51.565192,-0.36602939
CR5 1LY,51.290749,-0.14314767
SR3 4HY,54.885422,-1.4278612
SY16 1RQ,52.506629,-3.3435047
SA44 6NL,52.187975,-4.3529284
WR2 5EE,52.186698,-2.2498869
SO15 2DS,50.913239,-1.4066812
B93 0JD,52.387002,-1.7296458
KT16 9AS,51.391066,-0.50490349
G12 8TB,55.873078,-4.2958073
WF12 8QS,53.686914,-1.6013689
DE55 7FL,53.092671,-1.3762902
RH7 6EP,51.173849,-0.018607286
SE13 5PL,51.458438,0.000458847
SG19 1LG,52.131897,-0.29285163
CH42 4QF,53.365023,-3.0163864
DN34 4ED,53.562101,-0.11219974
HG4 2PF,54.125602,-1.529005
NE11 9SS,54.950305,-1.6418705
SK16 5JL,53.475424,-2.0695229
NR21 9AG,52.829414,0.84876672
TN14 7LD,51.315658,0.12356685
CT6 8DY,51.366807,1.0989812
CH8 7SG,53.265616,-3.2157776
PH11 8AF,56.623423,-3.2302578
TS14 6RL,54.533466,-1.0690697
E8 2HS,51.550262,-0.064360932
WV12 4PZ,52.599275,-2.048191
DH7 7DB,54.783101,-1.6319511
LE67 4HS,52.719073,-1.3403994
G67 4DZ,55.934423,-4.0293851
BH12 4HG,50.739346,-1.9208142
M30 7JW,53.481223,-2.3648599
AL6 0TA,51.842184,-0.19405758
SG8 7JX,52.051467,-0.010234371
CA14 1JE,54.662098,-3.525399
OX3 0JR,51.766264,-1.2351401
SL0 9ND,51.520023,-0.50554206
CF33 6LN,51.530976,-3.688703
E1W 3QT,51.507408,-0.054851194
ST2 8BJ,53.031396,-2.1404673
NE8 4BQ,54.950554,-1.5953098
CA15 8HF,54.705395,-3.4918544
EH5 2BR,55.976188,-3.2228339
UB8 3JY,51.520558,-0.45591232
NW6 6JE,51.537994,-0.19393939
CV6 4EF,52.440759,-1.516683
WN5 7EF,53.518382,-2.7133738
PO33 2PY,50.727979,-1.1639682
RH9 8AS,51.254022,-0.06593703
HP2 6BJ,51.773188,-0.4572923
WV7 3QH,52.635682,-2.2774268
TN23 5NU,51.137164,0.85863452
HU9 3LA,53.76428,-0.2776786
DG7 2HP,54.882256,-4.1829745
RG29 1EX,51.260436,-0.95227358
SA2 8PP,51.609617,-3.9806297
YO61 3JB,54.118705,-1.1916627
WA11 0LT,53.469926,-2.6534466
TD1 1HA,55.617079,-2.8128443
BN3 7LP,50.846223,-0.19091137
ST4 6SW,52.983908,-2.2017394
M29 8NQ,53.513998,-2.443634
NN16 8LL,52.403047,-0.7148561
WS2 8DB,52.595257,-1.9863603
SG19 1HU,52.129513,-0.28782927
ML3 0QG,55.783475,-4.0737105
PL9 9DG,50.359407,-4.0938714
LS14 1LE,53.826776,-1.4767878
TN2 5AW,51.125604,0.28066317
HU9 1EF,53.748971,-0.32075479
WA16 8JF,53.310366,-2.35351
CM15 8NB,51.62948,0.32360959
WA10 6SL,53.459852,-2.7538255
MK2 2BL,51.998441,-0.71525727
CF39 8DA,51.579167,-3.4346029
DN4 9HQ,53.496315,-1.1639743
S25 2PS,53.369225,-1.2105601
PE1 1RA,52.574315,-0.24239592
W12 0BP,51.516298,-0.24806762
NG5 5PT,53.006833,-1.1575285
M34 3JF,53.459083,-2.1150244
NN3 2JN,52.255682,-0.86793926
E17 4HJ,51.597466,-0.007024621
G74 2DH,55.757133,-4.1556817
G71 7PF,55.820541,-4.0814773
B31 4LF,52.395482,-1.9809245
HR8 1BY,52.039578,-2.4276287
LL49 9EU,52.927049,-4.131444
DY8 2JL,52.446741,-2.1408184
M21 9QF,53.447055,-2.2794528
NG21 0RB,53.100783,-1.1192666
SY1 3AP,52.738332,-2.730619
KA1 4EE,55.591298,-4.4978529
M45 6TB,53.539645,-2.283141
PR9 0QF,53.650502,-2.999927
B24 0SP,52.524265,-1.8156907
B36 0DL,52.502781,-1.7704803
BA14 6DW,51.317094,-2.1946207
NN2 6LA,52.25437,-0.89844458
SE9 3BA,51.429798,0.056507238
B63 4QA,52.444762,-2.0567457
CV12 8LU,52.479671,-1.4730416
B19 2XY,52.499058,-1.9092314
SS8 0JQ,51.51958,0.56913903
RM12 4NA,51.556531,0.20801109
TW2 7AJ,51.453194,-0.36800176
SE4 2PH,51.45455,-0.037077375
TA2 6BD,51.025605,-3.1288477
DA17 5LG,51.482603,0.14387329
TQ3 3SU,50.439715,-3.5849818
PE19 6PA,52.247283,-0.26324501
TW4 7DN,51.472802,-0.38655345
RM8 1DJ,51.561446,0.14076987
LE4 2JD,52.666238,-1.1382291
WS9 8PT,52.604103,-1.9193067
BB12 6PR,53.79346,-2.2687429
RG41 5HL,51.432772,-0.88538572
SM3 9BJ,51.379586,-0.2183019
BN25 3BT,50.779958,0.1134466
BD6 2DA,53.762768,-1.7805724
CH60 7RE,53.329513,-3.0978729
DE6 3DA,52.969578,-1.6205776
NE63 0SZ,55.170353,-1.5609364
DE23 1JN,52.894629,-1.4938594
NW10 2SB,51.547361,-0.23507699
RH15 0QF,50.964715,-0.11949134
WF9 3PE,53.5909,-1.3214061
SO40 8DD,50.917612,-1.4912402
B91 3DA,52.415239,-1.7763745
HR8 1BS,52.040919,-2.4247257
SE5 8RZ,51.473161,-0.093545483
MK12 6JP,52.049349,-0.8094913
BL8 4DS,53.625091,-2.3374032
DE72 3NB,52.894316,-1.3434807
OX7 5JB,51.933556,-1.5518195
RG31 5DL,51.456611,-1.0445102
PO12 4TD,50.798804,-1.1317008
WN7 4AA,53.4967,-2.5205724
LE2 6QT,52.596813,-1.1314864
GL7 2PP,51.716426,-1.9641128
E17 8EJ,51.571831,-0.028464678
DE13 0EA,52.831947,-1.6280111
CF34 9AN,51.604338,-3.6550629
DN21 2HE,53.400619,-0.77256709
GL51 3JA,51.886562,-2.1187602
ML11 7JR,55.673504,-3.7747327
TR8 5LF,50.366861,-5.0564993
PE28 2DN,52.337441,-0.14451771
S41 9NS,53.267654,-1.4212772
PO30 1LQ,50.697255,-1.2954009
CR5 2PS,51.326104,-0.15478144
RM7 9DD,51.573941,0.16847436
SY11 2LQ,52.863902,-3.0360798
LE15 6DT,52.669993,-0.72746206
TW14 0PR,51.465544,-0.42416847
RH10 1XX,51.116365,-0.18885361
G21 3AF,55.888556,-4.2312339
TS3 6NG,54.571048,-1.2129962
B1 2JF,52.478071,-1.9145307
CV22 7LY,52.359432,-1.2914191
PA5 9EN,55.83572,-4.488274
CM16 4BD,51.69791,0.10900088
GL6 9BN,51.704909,-2.1865579
HA2 0ET,51.57116,-0.36389623
HP14 3SX,51.660656,-0.90510523
RM3 7DU,51.603514,0.20731502
HP22 5RH,51.791515,-0.75895987
SK5 7AE,53.436765,-2.1614318
DN40 1BG,53.618595,-0.20286207
DL3 0RP,54.546105,-1.559685
AB11 7TF,57.133635,-2.1062741
W4 4AR,51.492073,-0.27658232
DE13 0SX,52.823848,-1.6459181
EH12 7JB,55.936614,-3.2787375
EH19 3AS,55.874367,-3.1045865
CV5 9AF,52.412984,-1.5542706
UB6 0RB,51.551529,-0.31990129
B44 9SA,52.542621,-1.8857709
RG21 7BF,51.265563,-1.0854701
HU4 6QF,53.731294,-0.39117843
G62 6PB,55.941393,-4.3182813
WA3 3TW,53.481771,-2.5935037
PO4 9BB,50.790537,-1.0672448
M14 7HT,53.451062,-2.238567
N4 2HE,51.569866,-0.094581824
ST7 1AN,53.082892,-2.2467805
LE6 0JN,52.645161,-1.2415706
ST14 8HP,52.898325,-1.8638796
SA1 7JZ,51.650614,-3.9034306
E12 5HH,51.562314,0.033884691
S6 4RJ,53.403631,-1.5128855
RG20 5ND,51.324539,-1.246828
BD6 2RZ,53.75652,-1.7896747
SS1 2NL,51.540338,0.71479143
EX36 3AZ,51.020793,-3.8372613
ST4 8JT,52.968787,-2.191663
G61 1LF,55.908223,-4.3484778
AL3 7HY,51.798509,-0.40536551
DE4 2EW,53.16123,-1.5866751
TR26 1SB,50.211738,-5.4810524
PO14 2PN,50.821396,-1.2144601
WA15 7LY,53.391426,-2.3282433
PO20 3UN,50.842468,-0.66603215
EC1V 8AY,51.528937,-0.097084136
TA7 8HP,51.162581,-2.9371763
ST19 5DX,52.72369,-2.1061908
PH7 3HU,56.372697,-3.8401106
CV3 2JU,52.394101,-1.4547508
SY13 1HT,52.966472,-2.6912826
RH6 8BH,51.18014,-0.1730634
HP27 9AW,51.72488,-0.83469656
SN1 3QB,51.555007,-1.7916903
SR7 8PE,54.834982,-1.3579082
S41 0JB,53.220372,-1.4066229
CO10 0AL,52.069974,0.76280846
DH1 1JA,54.77917,-1.558076
NG18 3LA,53.135675,-1.1674773
CA14 3RL,54.629452,-3.5531305
WR14 3LT,52.108705,-2.3105285
S12 2JY,53.344858,-1.4266616
CH62 6AQ,53.322952,-2.9824019
WS7 4QU,52.668287,-1.9297766
S36 2RE,53.478953,-1.573214
LN2 2RS,53.262874,-0.47622315
DL17 0QQ,54.660217,-1.5541741
L35 3QW,53.416638,-2.7960924
S74 9DU,53.500504,-1.4472986
L24 3UT,53.340969,-2.8521912
OL8 2DH,53.529693,-2.087549
G66 1HW,55.940614,-4.1578761
N8 0QY,51.586337,-0.10103823
W3 0DS,51.51777,-0.28065717
OL9 9RN,53.551306,-2.1669697
WD17 4PS,51.664124,-0.40070368
B29 7HQ,52.447243,-1.9134426
BS13 8EA,51.415732,-2.6243758
B70 6NY,52.516155,-1.9892874
DN16 1LQ,53.584262,-0.65120747
KT12 1RN,51.375713,-0.40840358
TN13 2DE,51.285844,0.16927344
SM5 2HW,51.368063,-0.16500494
G51 1BE,55.851781,-4.2975386
RH10 3UX,51.127551,-0.14402659
TW16 7AZ,51.419158,-0.42123385
WN1 3UB,53.55242,-2.6168464
DA15 9JN,51.447433,0.1176153
B44 0XE,52.547689,-1.8745797
NG31 9SB,52.925413,-0.6152448
WR4 9TH,52.206037,-2.2025101
DD2 4AE,56.467528,-3.046181
B17 9PY,52.457848,-1.9573512
DE14 3PZ,52.798508,-1.6464204
SE16 4RT,51.498216,-0.062345464
NN3 7TB,52.288527,-0.85230912
NG16 5LF,53.060441,-1.3373181
L7 2RF,53.412253,-2.9495855
DY3 2PQ,52.517261,-2.1306696
NP23 4BB,51.790989,-3.1824117
M25 1FX,53.52981,-2.2682913
B28 8HT,52.435218,-1.8458627
BS34 5LP,51.538251,-2.5826089
BL2 6DH,53.580886,-2.3962282
SS9 2UH,51.547556,0.63809228
AB14 0TB,57.100322,-2.266133
SW11 6SD,51.455689,-0.1617378
GL1 5SB,51.855116,-2.2526322
L35 9JB,53.41914,-2.7778571
PE34 4NG,52.756808,0.29267341
EN1 1DS,51.644928,-0.063959492
HP9 1UB,51.600016,-0.66840061
DE65 6NG,52.879631,-1.6041111
SN5 8UB,51.548076,-1.8523493
M15 6BQ,53.469079,-2.2410182
UB6 7DE,51.539785,-0.31111935
GL52 2EQ,51.900889,-2.0675947
SL1 4XE,51.523155,-0.61496077
KY5 0XA,56.174139,-3.2413781
SK6 2QN,53.429657,-2.1223495
MK13 0BT,52.064899,-0.79133894
TR4 8HS,50.279366,-5.1657206
G15 6NG,55.900263,-4.3590987
N22 5LE,51.599027,-0.10172179
B12 8QN,52.454616,-1.8834377
SA18 1DJ,51.80524,-3.9203392
W4 3AG,51.489803,-0.2855698
WF13 4NE,53.697059,-1.6492693
ML1 2SY,55.781432,-3.9907241
M30 0JU,53.481972,-2.3457892
G81 4BS,55.912527,-4.4323032
LE9 6RE,52.533304,-1.2297736
B44 8QT,52.537949,-1.8791189
WV3 0AN,52.578629,-2.1435583
RH1 2JH,51.25311,-0.16509967
LN5 8BS,53.215925,-0.54712669
PE30 3EQ,52.770303,0.44007819
RG2 0GX,51.431245,-0.9752433
BS7 0PA,51.495449,-2.5814002
S75 1AA,53.563928,-1.4944993
KY15 5HY,56.31735,-3.0114818
TN5 6DF,51.066198,0.32871217
W4 3RS,51.48186,-0.27002563
M14 4BZ,53.456326,-2.2313529
NE10 8RH,54.935299,-1.5502955
SW11 2AS,51.465698,-0.17786334
ST6 7AH,53.055344,-2.1914805
PR4 6SQ,53.703047,-2.8412079
M30 8JA,53.490552,-2.3709989
DN1 1SW,53.522883,-1.1370097
TS1 4JS,54.568212,-1.2446809
WA8 7BG,53.363898,-2.7406042
B61 8LW,52.339851,-2.0671638
ME7 5XL,51.380052,0.54782084
NN3 2RP,52.26044,-0.85784012
TW19 7LJ,51.45773,-0.47792575
NG4 3NA,52.973228,-1.085332
YO26 5DX,53.954274,-1.1401832
DD10 9DD,56.726752,-2.4687193
B46 3BJ,52.497776,-1.7061507
S8 7LD,53.322451,-1.4801667
NE25 8AN,55.041612,-1.4607696
DE23 1JD,52.901842,-1.4863569
NE61 2ER,55.159729,-1.6783086
GU10 1EU,51.225999,-0.72588023
LS16 6DX,53.847886,-1.619526
EH21 7DZ,55.94213,-3.0517907
SS15 6DP,51.583962,0.42119433
N22 5DJ,51.59797,-0.094734125
S21 4EX,53.310286,-1.3575755
N9 7EP,51.631337,-0.055550623
SA12 6TH,51.598869,-3.8098369
NR4 6AB,52.609429,1.2834409
M15 4AD,53.464948,-2.2608173
G40 2DY,55.855919,-4.2284515
PE9 4AD,52.674095,-0.53317474
SR6 9BX,54.930047,-1.3797724
E7 8JF,51.544574,0.032184875
SO16 5NU,50.940746,-1.4299151
MK12 6HX,52.052769,-0.80795662
LN1 3LW,53.239993,-0.5458772
E14 3ED,51.49283,-0.025219665
BD8 0PA,53.794698,-1.8096742
NN16 9RF,52.412926,-0.72133222
NE15 7RB,54.982898,-1.6981768
PA5 8DZ,55.834657,-4.5157879
CF43 4TF,51.66876,-3.475406
DN11 0AJ,53.473956,-1.0651864
LL77 7LT,53.25592,-4.3118875
SO14 1NY,50.905473,-1.3969098
YO31 8JN,53.97201,-1.0774183
WS3 2TZ,52.625632,-2.0185117
CR4 4JB,51.383802,-0.15767846
E3 5LU,51.531931,-0.033851306
BL9 9JR,53.586066,-2.2847807
WD24 5LL,51.682999,-0.41806264
B12 0SS,52.468476,-1.8897309
